"nama_sekolah","npsn","bp","status","pd","guru","kecamatan","wilayah","periode_data"
"SDS Dua Harapan","20105025","SD","Swasta","72","8","Cilincing","Kota Jakarta Utara","202112"
"SDIT Al-Huda","69964730","SD","Swasta","72","8","Kelapa Gading","Kota Jakarta Utara","202112"
"SD SENTOSA","20105764","SD","Swasta","61","8","Taman Sari","Kota Jakarta Barat","202112"
"SD KELUARGA WIDURI","20106329","SD","Swasta","58","7","Cilandak","Kota Jakarta Selatan","202112"
"SD CARITAS CHRISTI","70002436","SD","Swasta","47","3","Cengkareng","Kota Jakarta Barat","202112"
"SD SUCI HATI","20105771","SD","Swasta","35","4","Taman Sari","Kota Jakarta Barat","202112"
"SDI AL HAZMI","69987310","SD","Swasta","33","1","Cakung","Kota Jakarta Timur","202112"
"SD Islam AM Fatwa","69996230","SD","Swasta","31","3","Johar Baru","Kota Jakarta Pusat","202112"
"SD KARTINI","20105698","SD","Swasta","26","7","Cengkareng","Kota Jakarta Barat","202112"
"SD ANAK APTANA BANGSA","69991479","SD","Swasta","6","2","Cakung","Kota Jakarta Timur","202112"
"SDS Merpati","20100352","SD","Swasta","78","6","Gambir","Kota Jakarta Pusat","202112"
"SD NEGERI KEMAYORAN 16 PETANG","20104627","SD","Negeri","167","8","Kemayoran","Kota Jakarta Pusat","202112"
"SDN Kenari 01","20104629","SD","Negeri","965","44","Senen","Kota Jakarta Pusat","202112"
"SDN Kramat 03 Pg.","20104632","SD","Negeri","360","16","Senen","Kota Jakarta Pusat","202112"
"SDN Kramat 09 Pt.","20104635","SD","Negeri","178","9","Senen","Kota Jakarta Pusat","202112"
"SDN Kwitang 01 Pagi","20104636","SD","Negeri","183","8","Senen","Kota Jakarta Pusat","202112"
"SDN Kwitang 02 Pt.","20104637","SD","Negeri","172","6","Senen","Kota Jakarta Pusat","202112"
"SDN Mangga Dua Selatan 01 Pg.","20104638","SD","Negeri","423","17","Sawah Besar","Kota Jakarta Pusat","202112"
"SD NEGERI MANGGA DUA SELATAN 05 PG","20104639","SD","Negeri","272","11","Sawah Besar","Kota Jakarta Pusat","202112"
"SDN MENTENG 01 PAGI","20104640","SD","Negeri","408","18","Menteng","Kota Jakarta Pusat","202112"
"SD NEGERI PERCONTOHAN MENTENG 03 PG","20104642","SD","Negeri","381","17","Menteng","Kota Jakarta Pusat","202112"
"SDN Gambir 01 Pagi","20104643","SD","Negeri","154","9","Gambir","Kota Jakarta Pusat","202112"
"SDN PASAR BARU 01","20104644","SD","Negeri","335","15","Sawah Besar","Kota Jakarta Pusat","202112"
"SDN Pasar Baru 07 Pg.","20104645","SD","Negeri","413","20","Sawah Besar","Kota Jakarta Pusat","202112"
"SDN Pasar Baru 11","20104646","SD","Negeri","338","16","Sawah Besar","Kota Jakarta Pusat","202112"
"SDN Paseban 01 Pg.","20104648","SD","Negeri","178","7","Senen","Kota Jakarta Pusat","202112"
"SDN Paseban 07 Pagi","20104649","SD","Negeri","215","10","Senen","Kota Jakarta Pusat","202112"
"SDN PASEBAN 11 PAGI","20104651","SD","Negeri","186","10","Senen","Kota Jakarta Pusat","202112"
"SDN Paseban 15 Pg.","20104652","SD","Negeri","163","7","Senen","Kota Jakarta Pusat","202112"
"SD NEGERI PEGANGSAAN 01 PG","20104653","SD","Negeri","322","17","Menteng","Kota Jakarta Pusat","202112"
"SDN Petamburan 01","20104655","SD","Negeri","394","20","Tanah Abang","Kota Jakarta Pusat","202112"
"SDN Petamburan 05","20104657","SD","Negeri","515","22","Tanah Abang","Kota Jakarta Pusat","202112"
"SD NEGERI PETOJO SELATAN 01 PAGI","20104659","SD","Negeri","376","15","Gambir","Kota Jakarta Pusat","202112"
"SDN Petojo Selatan 05 Pg.","20104661","SD","Negeri","144","9","Gambir","Kota Jakarta Pusat","202112"
"SDN Petojo Selatan 06 Pg.","20104662","SD","Negeri","180","7","Gambir","Kota Jakarta Pusat","202112"
"SD NEGERI PETOJO UTARA 01 PAGI","20104663","SD","Negeri","185","8","Gambir","Kota Jakarta Pusat","202112"
"SDN Petojo Utara 03 Pg.","20104664","SD","Negeri","217","10","Gambir","Kota Jakarta Pusat","202112"
"SDN Petojo Utara 05","20104667","SD","Negeri","307","16","Gambir","Kota Jakarta Pusat","202112"
"SD NEGERI PETOJO UTARA 09 PAGI","20104668","SD","Negeri","255","11","Gambir","Kota Jakarta Pusat","202112"
"SDN Petojo Utara 13 Pg.","20104669","SD","Negeri","326","15","Gambir","Kota Jakarta Pusat","202112"
"SD NEGERI RAWASARI 01 PAGI","20104670","SD","Negeri","169","11","Cempaka Putih","Kota Jakarta Pusat","202112"
"SD NEGERI RAWASARI 02 PAGI","20104671","SD","Negeri","252","17","Cempaka Putih","Kota Jakarta Pusat","202112"
"SD NEGERI RAWASARI 05 PAGI","20104672","SD","Negeri","301","17","Cempaka Putih","Kota Jakarta Pusat","202112"
"SDN Senen 03 Pg.","20104674","SD","Negeri","185","9","Senen","Kota Jakarta Pusat","202112"
"SD NEGERI SERDANG 01 PAGI","20104675","SD","Negeri","365","15","Kemayoran","Kota Jakarta Pusat","202112"
"SD NEGERI SERDANG 05 PAGI","20104679","SD","Negeri","363","14","Kemayoran","Kota Jakarta Pusat","202112"
"SD NEGERI SERDANG 07 PAGI","20104681","SD","Negeri","655","25","Kemayoran","Kota Jakarta Pusat","202112"
"SD NEGERI SERDANG 11","20104683","SD","Negeri","444","17","Kemayoran","Kota Jakarta Pusat","202112"
"SD NEGERI SUMUR BATU 01 PAGI","20104687","SD","Negeri","350","14","Kemayoran","Kota Jakarta Pusat","202112"
"SD NEGERI SUMUR BATU 03 PAGI","20104688","SD","Negeri","371","15","Kemayoran","Kota Jakarta Pusat","202112"
"SD NEGERI SUMUR BATU 04 PAGI","20104689","SD","Negeri","208","10","Kemayoran","Kota Jakarta Pusat","202112"
"SD NEGERI SUMUR BATU 06","20104690","SD","Negeri","395","17","Kemayoran","Kota Jakarta Pusat","202112"
"SD NEGERI SUMUR BATU 12 PG","20104694","SD","Negeri","336","14","Kemayoran","Kota Jakarta Pusat","202112"
"SD NEGERI SUMUR BATU 15 PT","20104696","SD","Negeri","217","11","Kemayoran","Kota Jakarta Pusat","202112"
"SDN PISANGAN BARU 01","20109029","SD","Negeri","536","22","Matraman","Kota Jakarta Timur","202112"
"SDN Pisangan Baru 11 Pagi","20109030","SD","Negeri","310","13","Matraman","Kota Jakarta Timur","202112"
"SDN PISANGAN BARU 13 PG.","20109031","SD","Negeri","205","9","Matraman","Kota Jakarta Timur","202112"
"SD SANTO FRANSISKUS III","20109032","SD","Swasta","358","26","Pulo Gadung","Kota Jakarta Timur","202112"
"SD MAHATMA GADING","20109039","SD","Swasta","210","27","Kelapa Gading","Kota Jakarta Utara","202112"
"SDS Pelita","20109041","SD","Swasta","97","8","Makasar","Kota Jakarta Timur","202112"
"SDS Cinta Kasih Tzu Chi","20109042","SD","Swasta","891","42","Cengkareng","Kota Jakarta Barat","202112"
"SDN Rorotan 07 Pg.","20109047","SD","Negeri","349","16","Cilincing","Kota Jakarta Utara","202112"
"SD NEGERI CENGKARENG TIMUR 21 PG","20109049","SD","Negeri","382","15","Cengkareng","Kota Jakarta Barat","202112"
"SD NEGERI DURI KOSAMBI 10 PG","20109050","SD","Negeri","363","14","Cengkareng","Kota Jakarta Barat","202112"
"SD KRISTEN LEMUEL II","20109051","SD","Swasta","109","8","Kebon Jeruk","Kota Jakarta Barat","202112"
"SDS Kairos Gracia","20109055","SD","Swasta","452","33","Kali Deres","Kota Jakarta Barat","202112"
"SD Islam Amaryllis","20109059","SD","Swasta","469","30","Ciracas","Kota Jakarta Timur","202112"
"SD KRISTEN OIKOUMENE","20109060","SD","Swasta","213","6","Duren Sawit","Kota Jakarta Timur","202112"
"SD TIARA SCHOOL","20109064","SD","Swasta","200","23","Duren Sawit","Kota Jakarta Timur","202112"
"SD NEGERI JOGLO 01 PG","20109067","SD","Negeri","381","14","Kembangan","Kota Jakarta Barat","202112"
"SDS Petra","20109068","SD","Swasta","135","7","Kembangan","Kota Jakarta Barat","202112"
"SD IT ASY-SYAAKIRIN","20109078","SD","Swasta","332","21","Duren Sawit","Kota Jakarta Timur","202112"
"SDIT AL MUHAJIRIN","20109079","SD","Swasta","353","13","Duren Sawit","Kota Jakarta Timur","202112"
"SDN Makasar 01 Pagi","20109084","SD","Negeri","348","14","Makasar","Kota Jakarta Timur","202112"
"SD TUNAS CEMERLANG","20109085","SD","Swasta","59","11","Duren Sawit","Kota Jakarta Timur","202112"
"SD LABORATORIUM JAKARTA","20109086","SD","Swasta","176","15","Duren Sawit","Kota Jakarta Timur","202112"
"SD IT AL MANAR","20109087","SD","Swasta","289","22","Duren Sawit","Kota Jakarta Timur","202112"
"SD ISLAM TERPADU AR RIDHO","20109088","SD","Swasta","470","40","Duren Sawit","Kota Jakarta Timur","202112"
"SDS Al Azhar 13 Rawamangun","20109092","SD","Swasta","982","65","Pulo Gadung","Kota Jakarta Timur","202112"
"SDN BARU 08 PAGI","20109093","SD","Negeri","355","13","Pasar Rebo","Kota Jakarta Timur","202112"
"SDK SANG TIMUR","20109095","SD","Swasta","514","25","Cakung","Kota Jakarta Timur","202112"
"SDS Trisula Perwari 3","20109097","SD","Swasta","32","8","Pulo Gadung","Kota Jakarta Timur","202112"
"SD TUNAS MUDA ISLAM","20109101","SD","Swasta","250","13","Kramat Jati","Kota Jakarta Timur","202112"
"SDN Pinang Ranti 01","20109104","SD","Negeri","562","25","Makasar","Kota Jakarta Timur","202112"
"SD Negeri Jelambar Baru 03 Pagi","20109105","SD","Negeri","401","20","Grogol Petamburan","Kota Jakarta Barat","202112"
"SD TARAKANITA 5","20109107","SD","Swasta","937","39","Pulo Gadung","Kota Jakarta Timur","202112"
"SDN Gedong 03 Pagi","20109110","SD","Negeri","796","31","Pasar Rebo","Kota Jakarta Timur","202112"
"SDS Islam At-Taqwa","20109114","SD","Swasta","445","30","Pulo Gadung","Kota Jakarta Timur","202112"
"SDN Cibubur 05","20109115","SD","Negeri","670","27","Ciracas","Kota Jakarta Timur","202112"
"SDS Bina Siswa","20109116","SD","Swasta","131","10","Cakung","Kota Jakarta Timur","202112"
"SD BUDHAYA II SANTO AGUSTINUS","20109124","SD","Swasta","317","17","Duren Sawit","Kota Jakarta Timur","202112"
"SD ISLAM DARUR RAHIM","20109125","SD","Swasta","511","17","Cakung","Kota Jakarta Timur","202112"
"SDN Susukan 09 Pagi","20109126","SD","Negeri","460","18","Ciracas","Kota Jakarta Timur","202112"
"SDS Yayasan Pendidikan GKPI","20109131","SD","Swasta","32","1","Pulo Gadung","Kota Jakarta Timur","202112"
"SDS Kemala Bhayangkari 5","20109132","SD","Swasta","283","14","Pulo Gadung","Kota Jakarta Timur","202112"
"SDI AL-FALAH 01 PT.","20109133","SD","Swasta","493","26","Kebon Jeruk","Kota Jakarta Barat","202112"
"SDN Pisangan Baru 10 Pt.","20109137","SD","Negeri","146","7","Matraman","Kota Jakarta Timur","202112"
"SD KRISTEN PENABUR 3","20100359","SD","Swasta","426","18","Kemayoran","Kota Jakarta Pusat","202112"
"SDN Bungur 01","20100370","SD","Negeri","382","17","Senen","Kota Jakarta Pusat","202112"
"SDN Bungur 03 Pg.","20100372","SD","Negeri","436","19","Senen","Kota Jakarta Pusat","202112"
"SDN Cempaka Putih Barat 03 Pg","20100375","SD","Negeri","589","29","Cempaka Putih","Kota Jakarta Pusat","202112"
"SDSN CEMPAKA PUTIH BARAT 05","20100377","SD","Negeri","299","12","Cempaka Putih","Kota Jakarta Pusat","202112"
"SDS Trisula Perwari I","20100384","SD","Swasta","61","10","Senen","Kota Jakarta Pusat","202112"
"SDN BENDUNGAN HILIR 01","20100390","SD","Negeri","685","33","Tanah Abang","Kota Jakarta Pusat","202112"
"SDN Paseban 03 Pg.","20100459","SD","Negeri","338","17","Senen","Kota Jakarta Pusat","202112"
"SDN Paseban 05 Pagi","20100460","SD","Negeri","360","16","Senen","Kota Jakarta Pusat","202112"
"SDN PASAR BARU 05","20100464","SD","Negeri","289","14","Sawah Besar","Kota Jakarta Pusat","202112"
"SDN Kramat 05 Pagi","20100466","SD","Negeri","144","9","Senen","Kota Jakarta Pusat","202112"
"SDN Kramat 06 Pg.","20100467","SD","Negeri","239","11","Senen","Kota Jakarta Pusat","202112"
"SDN Kramat 07 Pt.","20100468","SD","Negeri","239","11","Senen","Kota Jakarta Pusat","202112"
"SDN KRAMAT 08 PAGI","20100469","SD","Negeri","177","7","Senen","Kota Jakarta Pusat","202112"
"SDN MANGGA DUA SELATAN 03 PG.","20100473","SD","Negeri","209","9","Sawah Besar","Kota Jakarta Pusat","202112"
"SDN Pasar Baru 03 Pg.","20100476","SD","Negeri","409","22","Sawah Besar","Kota Jakarta Pusat","202112"
"SDN Paseban 09 Pg.","20100477","SD","Negeri","200","13","Senen","Kota Jakarta Pusat","202112"
"SD NEGERI RAWASARI 03 PAGI","20100480","SD","Negeri","208","12","Cempaka Putih","Kota Jakarta Pusat","202112"
"SDN Paseban 18 Pg.","20100496","SD","Negeri","272","16","Senen","Kota Jakarta Pusat","202112"
"SDN Karang Anyar 02 PT","20100513","SD","Negeri","173","8","Sawah Besar","Kota Jakarta Pusat","202112"
"SD NEGERI KARANG ANYAR 03 PG","20100514","SD","Negeri","241","10","Sawah Besar","Kota Jakarta Pusat","202112"
"SD NEGERI KARANG ANYAR 04 PT","20100515","SD","Negeri","178","8","Sawah Besar","Kota Jakarta Pusat","202112"
"SD NEGERI KARANG ANYAR 06 PT","20100516","SD","Negeri","163","8","Sawah Besar","Kota Jakarta Pusat","202112"
"SDN KARANG ANYAR 07 PAGI","20100517","SD","Negeri","277","12","Sawah Besar","Kota Jakarta Pusat","202112"
"SDN Cempaka Putih Barat 15 Pg.","20100521","SD","Negeri","421","24","Cempaka Putih","Kota Jakarta Pusat","202112"
"SD NEGERI CEMPAKA PUTIH BARAT 17 PAGI","20100522","SD","Negeri","543","30","Cempaka Putih","Kota Jakarta Pusat","202112"
"SDN Cempaka Putih Barat 19 Pg.","20100523","SD","Negeri","548","24","Cempaka Putih","Kota Jakarta Pusat","202112"
"SD NEGERI CEMPAKA PUTIH TIMUR 01PG","20100528","SD","Negeri","453","22","Cempaka Putih","Kota Jakarta Pusat","202112"
"SD NEGERI CEMPAKA PUTIH TIMUR 03 PAGI","20100530","SD","Negeri","416","16","Cempaka Putih","Kota Jakarta Pusat","202112"
"SDN Karang Anyar 08 Pg.","20100532","SD","Negeri","203","8","Sawah Besar","Kota Jakarta Pusat","202112"
"SDN Kenari 07","20100539","SD","Negeri","531","23","Senen","Kota Jakarta Pusat","202112"
"SDN Karet Tengsin 15","20100550","SD","Negeri","353","15","Tanah Abang","Kota Jakarta Pusat","202112"
"SD NEGERI KARET TENGSIN 21 PG","20100552","SD","Negeri","195","12","Tanah Abang","Kota Jakarta Pusat","202112"
"SDN Tugu Selatan 03 Pg.","20100565","SD","Negeri","539","25","Koja","Kota Jakarta Utara","202112"
"SDN Tugu Selatan 01 Pg","20100568","SD","Negeri","514","22","Koja","Kota Jakarta Utara","202112"
"SDN TUGU UTARA 09.","20100575","SD","Negeri","502","19","Koja","Kota Jakarta Utara","202112"
"SD NEGERI TUGU UTARA 11","20100577","SD","Negeri","498","16","Koja","Kota Jakarta Utara","202112"
"SD NEGERI SUNTER JAYA 03 PG","20100579","SD","Negeri","583","21","Tanjung Priok","Kota Jakarta Utara","202112"
"SDN Semper Barat 09 Pagi","20100582","SD","Negeri","705","23","Cilincing","Kota Jakarta Utara","202112"
"SDN Semper Barat 11 Pg.","20100584","SD","Negeri","754","29","Cilincing","Kota Jakarta Utara","202112"
"SDN SEMPER BARAT 13","20100586","SD","Negeri","637","25","Cilincing","Kota Jakarta Utara","202112"
"SD NEGERI SEMPER TIMUR 05 PG JAKARTA","20100591","SD","Negeri","348","13","Cilincing","Kota Jakarta Utara","202112"
"SDN Tanah Tinggi 01 Pg.","20104697","SD","Negeri","230","12","Johar Baru","Kota Jakarta Pusat","202112"
"SD NEGERI TANAH TINGGI 02 PT","20104698","SD","Negeri","158","8","Johar Baru","Kota Jakarta Pusat","202112"
"SD NEGERI TANAH TINGGI 03 PAGI","20104699","SD","Negeri","200","10","Johar Baru","Kota Jakarta Pusat","202112"
"SD NEGERI TANAH TINGGI 04 PT","20104700","SD","Negeri","183","8","Johar Baru","Kota Jakarta Pusat","202112"
"SD NEGERI TANAH TINGGI 05","20104701","SD","Negeri","324","18","Johar Baru","Kota Jakarta Pusat","202112"
"SD NEGERI TANAH TINGGI 06 PT","20104702","SD","Negeri","152","9","Johar Baru","Kota Jakarta Pusat","202112"
"SD NEGERI TANAH TINGGI 09 PG","20104704","SD","Negeri","276","10","Johar Baru","Kota Jakarta Pusat","202112"
"SD NEGERI TANAH TINGGI 11 PAGI","20104706","SD","Negeri","262","10","Johar Baru","Kota Jakarta Pusat","202112"
"SDS ADVENT I JAKARTA","20104711","SD","Swasta","73","6","Senen","Kota Jakarta Pusat","202112"
"SDS ADVENT IV BENHIL","20104713","SD","Swasta","75","6","Tanah Abang","Kota Jakarta Pusat","202112"
"SDS ISLAM AL BADAR","20104715","SD","Swasta","273","14","Menteng","Kota Jakarta Pusat","202112"
"SD AL MARHAMAH","20104722","SD","Swasta","71","4","Kemayoran","Kota Jakarta Pusat","202112"
"SD AMIR HAMZAH","20104723","SD","Swasta","78","8","Menteng","Kota Jakarta Pusat","202112"
"SD AT-TAQWA","20104726","SD","Swasta","257","12","Sawah Besar","Kota Jakarta Pusat","202112"
"SD LPI AT-TAUFIQ","20104727","SD","Swasta","180","9","Cempaka Putih","Kota Jakarta Pusat","202112"
"SDS Bintang Timur","20104730","SD","Swasta","86","8","Kemayoran","Kota Jakarta Pusat","202112"
"SD BUDI MULIA","20104731","SD","Swasta","486","19","Sawah Besar","Kota Jakarta Pusat","202112"
"SDS Bunda Mulia","20104733","SD","Swasta","1436","70","Gambir","Kota Jakarta Pusat","202112"
"SDS Cahaya Islam","20104734","SD","Swasta","162","10","Johar Baru","Kota Jakarta Pusat","202112"
"SDS Cempaka Ria","20104736","SD","Swasta","114","6","Cempaka Putih","Kota Jakarta Pusat","202112"
"SD DARUSSALAM","20104739","SD","Swasta","139","9","Gambir","Kota Jakarta Pusat","202112"
"SDS Harapan","20104742","SD","Swasta","110","4","Sawah Besar","Kota Jakarta Pusat","202112"
"SDS Hati Suci","20104743","SD","Swasta","94","11","Tanah Abang","Kota Jakarta Pusat","202112"
"SD KARMEL","20104750","SD","Swasta","96","6","Kemayoran","Kota Jakarta Pusat","202112"
"SDS KARTINI","20104751","SD","Swasta","132","10","Kemayoran","Kota Jakarta Pusat","202112"
"SD TP KENCANA","20104754","SD","Swasta","217","12","Kemayoran","Kota Jakarta Pusat","202112"
"SDS Kristen Ketapang I","20104756","SD","Swasta","225","20","Gambir","Kota Jakarta Pusat","202112"
"SDS Khairul Uswah","20104757","SD","Swasta","108","8","Tanah Abang","Kota Jakarta Pusat","202112"
"SDS Kristen Anugerah","20104758","SD","Swasta","132","10","Sawah Besar","Kota Jakarta Pusat","202112"
"SDS Kristen Bethel","20104760","SD","Swasta","120","9","Tanah Abang","Kota Jakarta Pusat","202112"
"SDS Kristen Halelluyah","20104761","SD","Swasta","153","10","Sawah Besar","Kota Jakarta Pusat","202112"
"SDS Kristen I BPK Penabur","20104762","SD","Swasta","523","29","Sawah Besar","Kota Jakarta Pusat","202112"
"SDS Kristen II BPK Penabur","20104763","SD","Swasta","587","26","Gambir","Kota Jakarta Pusat","202112"
"SDS Kristen Karunia","20104766","SD","Swasta","111","9","Sawah Besar","Kota Jakarta Pusat","202112"
"SDS Kwitang II PSKD","20104769","SD","Swasta","71","8","Senen","Kota Jakarta Pusat","202112"
"SDS LEMBAGA PUTRA KITA","20104770","SD","Swasta","123","7","Menteng","Kota Jakarta Pusat","202112"
"SDS Mahatma Gandhi (Kemayoran)","20104771","SD","Swasta","260","18","Sawah Besar","Kota Jakarta Pusat","202112"
"SDS Mahatma Gandhi (Ps. Baru)","20104772","SD","Swasta","90","9","Sawah Besar","Kota Jakarta Pusat","202112"
"SDS Mangga Besar 13","20104773","SD","Swasta","53","9","Sawah Besar","Kota Jakarta Pusat","202112"
"SD MELANIA III","20104775","SD","Swasta","142","9","Cempaka Putih","Kota Jakarta Pusat","202112"
"SDS Islam Terpadu Meranti","20104776","SD","Swasta","270","18","Senen","Kota Jakarta Pusat","202112"
"SDS MIRANTI","20104780","SD","Swasta","17","5","Menteng","Kota Jakarta Pusat","202112"
"SDS AL MUDDATSIRIYAH","20104781","SD","Swasta","481","23","Kemayoran","Kota Jakarta Pusat","202112"
"SD NEGERI TAMBORA 02 PETANG","20105533","SD","Negeri","253","12","Tambora","Kota Jakarta Barat","202112"
"SD NEGERI TAMBORA 03 PAGI","20105534","SD","Negeri","288","12","Tambora","Kota Jakarta Barat","202112"
"SD NEGERI TANAH SEREAL 01 PAGI","20105535","SD","Negeri","259","12","Tambora","Kota Jakarta Barat","202112"
"SDN TANAH SEREAL 02 PETANG","20105536","SD","Negeri","257","8","Tambora","Kota Jakarta Barat","202112"
"SD NEGERI TANAH SEREAL 03 PAGI","20105537","SD","Negeri","279","9","Tambora","Kota Jakarta Barat","202112"
"SD NEGERI TANAH SEREAL 04 PETANG","20105538","SD","Negeri","216","9","Tambora","Kota Jakarta Barat","202112"
"SD NEGERI TANJUNG DUREN SELATAN 01 PG","20105539","SD","Negeri","505","22","Grogol Petamburan","Kota Jakarta Barat","202112"
"SD NEGERI TANJUNG DUREN SELATAN 05 PG","20105542","SD","Negeri","405","20","Grogol Petamburan","Kota Jakarta Barat","202112"
"SD NEGERI TANJUNG DUREN UTARA 01 PG","20105544","SD","Negeri","304","12","Grogol Petamburan","Kota Jakarta Barat","202112"
"SD NEGERI TANJUNG DUREN UTARA 06 PAGI","20105547","SD","Negeri","471","20","Grogol Petamburan","Kota Jakarta Barat","202112"
"SD NEGERI TEGAL ALUR 01 PG","20105549","SD","Negeri","317","12","Kali Deres","Kota Jakarta Barat","202112"
"SDN Tegal Alur 02","20105560","SD","Negeri","562","23","Kali Deres","Kota Jakarta Barat","202112"
"SD NEGERI TEGAL ALUR 03 PG","20105561","SD","Negeri","380","14","Kali Deres","Kota Jakarta Barat","202112"
"SD NEGERI TEGAL ALUR 04 PG","20105562","SD","Negeri","313","12","Kali Deres","Kota Jakarta Barat","202112"
"SDN Tegal Alur 06 Pg.","20105564","SD","Negeri","371","12","Kali Deres","Kota Jakarta Barat","202112"
"SD NEGERI TEGAL ALUR 07 PG","20105565","SD","Negeri","342","14","Kali Deres","Kota Jakarta Barat","202112"
"SD NEGERI TEGAL ALUR 08 PG","20105566","SD","Negeri","379","17","Kali Deres","Kota Jakarta Barat","202112"
"SDN Tegal Alur 09 Pg.","20105568","SD","Negeri","313","11","Kali Deres","Kota Jakarta Barat","202112"
"SD NEGERI TEGAL ALUR 10 PG","20105569","SD","Negeri","274","11","Kali Deres","Kota Jakarta Barat","202112"
"SD NEGERI TEGAL ALUR 11 PG","20105570","SD","Negeri","272","10","Kali Deres","Kota Jakarta Barat","202112"
"SD NEGERI TEGAL ALUR 12 PT","20105571","SD","Negeri","312","14","Kali Deres","Kota Jakarta Barat","202112"
"SDN Tegal Alur 13 Pt.","20105572","SD","Negeri","342","12","Kali Deres","Kota Jakarta Barat","202112"
"SDN Tegal Alur 14 Pt.","20105573","SD","Negeri","265","10","Kali Deres","Kota Jakarta Barat","202112"
"SD NEGERI TEGAL ALUR 15 PG","20105574","SD","Negeri","283","10","Kali Deres","Kota Jakarta Barat","202112"
"SD NEGERI TEGAL ALUR 16 PT","20105575","SD","Negeri","299","13","Kali Deres","Kota Jakarta Barat","202112"
"SDN Tegal Alur 17","20105576","SD","Negeri","542","18","Kali Deres","Kota Jakarta Barat","202112"
"SDN Tegal Alur 19 Pt.","20105578","SD","Negeri","272","11","Kali Deres","Kota Jakarta Barat","202112"
"SD NEGERI TEGAL ALUR 21 PT","20105580","SD","Negeri","303","10","Kali Deres","Kota Jakarta Barat","202112"
"SD NEGERI TOMANG 11 PAGI","20105587","SD","Negeri","426","21","Grogol Petamburan","Kota Jakarta Barat","202112"
"SD NEGERI WIJAYA KUSUMA 01 PG","20105590","SD","Negeri","187","7","Grogol Petamburan","Kota Jakarta Barat","202112"
"SD NEGERI WIJAYA KUSUMA 02 PG","20105591","SD","Negeri","253","9","Grogol Petamburan","Kota Jakarta Barat","202112"
"SD NEGERI WIJAYA KUSUMA 07 PG","20105596","SD","Negeri","368","12","Grogol Petamburan","Kota Jakarta Barat","202112"
"SD AL KAMAL","20105599","SD","Swasta","237","20","Kebon Jeruk","Kota Jakarta Barat","202112"
"SD Islam Al-Azhar 8 Kembangan","20105600","SD","Swasta","802","47","Kembangan","Kota Jakarta Barat","202112"
"SDI AL FALAH I PG","20105601","SD","Swasta","542","29","Kebon Jeruk","Kota Jakarta Barat","202112"
"SDI AL-FALAH 02 PAGI","20105602","SD","Swasta","500","27","Kebon Jeruk","Kota Jakarta Barat","202112"
"SD ISLAM AL IHSAN","20105605","SD","Swasta","274","17","Kembangan","Kota Jakarta Barat","202112"
"SDS Al-Qomar","20105610","SD","Swasta","253","16","Kali Deres","Kota Jakarta Barat","202112"
"SDS Almasih","20105612","SD","Swasta","140","8","Grogol Petamburan","Kota Jakarta Barat","202112"
"SD AMITAYUS","20105613","SD","Swasta","140","12","Grogol Petamburan","Kota Jakarta Barat","202112"
"SDS Angela","20105614","SD","Swasta","75","9","Cengkareng","Kota Jakarta Barat","202112"
"SDS ANUGRAH","20105616","SD","Swasta","188","9","Cengkareng","Kota Jakarta Barat","202112"
"SDN Sukapura 01 Pg.","20100593","SD","Negeri","385","15","Cilincing","Kota Jakarta Utara","202112"
"SD NEGERI SUKAPURA 04 PG","20100596","SD","Negeri","316","12","Cilincing","Kota Jakarta Utara","202112"
"SDN SEMPER BARAT 08 PETANG","20100597","SD","Negeri","344","15","Cilincing","Kota Jakarta Utara","202112"
"SDN Tugu Utara 13 Pg.","20100598","SD","Negeri","283","13","Koja","Kota Jakarta Utara","202112"
"SDN TUGU UTARA 14 PAGI","20100618","SD","Negeri","278","8","Koja","Kota Jakarta Utara","202112"
"SDN Tugu Utara 19 Pg.","20100622","SD","Negeri","407","17","Koja","Kota Jakarta Utara","202112"
"SDN Tugu Utara 21 Pg.","20100624","SD","Negeri","312","11","Koja","Kota Jakarta Utara","202112"
"SDN TUGU UTARA 22","20100625","SD","Negeri","607","26","Koja","Kota Jakarta Utara","202112"
"SD NEGERI SEMPER BARAT 07 PG","20100633","SD","Negeri","330","16","Cilincing","Kota Jakarta Utara","202112"
"SDN Penjaringan 06 Pg.","20100636","SD","Negeri","1342","48","Penjaringan","Kota Jakarta Utara","202112"
"SDN PENJARINGAN 08 PAGI","20100638","SD","Negeri","377","15","Penjaringan","Kota Jakarta Utara","202112"
"SD NEGERI PENJARINGAN 10 PG","20100639","SD","Negeri","369","15","Penjaringan","Kota Jakarta Utara","202112"
"SDN Rawa Badak Selatan 01 Pg.","20100645","SD","Negeri","660","25","Koja","Kota Jakarta Utara","202112"
"SD NEGERI RAWA BADAK SELATAN 03 PG JAKARTA","20100647","SD","Negeri","476","20","Koja","Kota Jakarta Utara","202112"
"SD NEGERI RAWA BADAK SELATAN 05","20100648","SD","Negeri","407","21","Koja","Kota Jakarta Utara","202112"
"SD NEGERI PENJARINGAN 03","20100651","SD","Negeri","1305","50","Penjaringan","Kota Jakarta Utara","202112"
"SD NEGERI PENJARINGAN 01","20100652","SD","Negeri","626","23","Penjaringan","Kota Jakarta Utara","202112"
"SDN Pademangan Timur 05 Pg.","20100653","SD","Negeri","751","29","Pademangan","Kota Jakarta Utara","202112"
